SUBTAB,PERMISSION NAME,USAGE DESCRIPTION,MINIMUM SELECTABLE LEVEL,MINIMUM SYSTEM LEVEL,Column1
Setup,Set Up ACH Processing,Allows usage of the Bank Routing Number field on the Open Bills report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Bank Routing Number field on the Payroll Liab Tx report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Bank Routing Number field on the Payroll Transactions report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Bank Routing Number field on the Reconciliation History Measure report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Account by Type report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Account report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Active Account by Type report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Active Account report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Bank Reconciliation Measure report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Cost report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Open Bills report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Payroll Liab Tx report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Payroll Transactions report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Savings Account field on the Reconciliation History Measure report component.,Full,,
Setup,Set Up ACH Processing,Allows usage of the Set Up ACH Processing task.,View,Full,
Setup,Set Up Bill Pay,Allows usage of the Set Up Online Bill Pay task.,View,Full,
Setup,Set Up Campaign Email Addresses,Allows usage of the Campaign Email Addresses task.,View,Full,
Setup,Set Up Campaign Email Addresses,Allows usage of the New Campaign Email Address task.,View,Full,
Setup,Set Up Company,Allows usage of the Account Mobility Tasks task.,View,,
Setup,Set Up Company,Allows usage of the Accounting Context search.,View,,
Setup,Set Up Company,Allows usage of the Administrative Notifications task.,View,,
Setup,Set Up Company,Allows usage of the Company Information task.,View,,
Setup,Set Up Company,Allows usage of the Customer-Scheduled Maintenance task.,View,,
Setup,Set Up Company,Allows usage of the Email Preferences task.,View,,
Setup,Set Up Company,Allows usage of the General Preferences task.,View,,
Setup,Set Up Company,Allows usage of the New Region task.,View,,
Setup,Set Up Company,Allows usage of the New State/Province/County task.,View,,
Setup,Set Up Company,Allows usage of the Printing & Fax task.,View,,
Setup,Set Up Company,Allows usage of the Region search.,View,,
Setup,Set Up Company,Allows usage of the Release Preview task.,View,,
Setup,Set Up Company,Allows usage of the Rename Records/Transactions task.,View,,
Setup,Set Up Company,Allows usage of the Sandbox Accounts task.,View,,
Setup,Set Up Company,Allows usage of the Search Region task.,View,,
Setup,Set Up Company,Allows usage of the Search State task.,View,,
Setup,Set Up Company,Allows usage of the Set Up Auto-Generated Numbers task.,View,,
Setup,Set Up Company,Allows usage of the Set Up Business Activity Statement task.,View,,
Setup,Set Up Company,Allows usage of the Set Up Countries task.,View,,
Setup,Set Up Company,Allows usage of the Set Up Regions task.,View,,
Setup,Set Up Company,Allows usage of the Set Up Shipping task.,View,,
Setup,Set Up Company,Allows usage of the Set Up States/Provinces/Counties task.,View,,
Setup,Set Up Company,Allows usage of the State search.,View,,
Setup,Set Up Company,Allows usage of the SuiteCloud Processors task.,View,,
Setup,Set Up Company,Allows usage of the Text Enhance task.,View,,
Setup,Set Up Company,Allows usage of the Traffic Health task.,View,,
Setup,Set Up Company,Allows viewing and editing of the Accounting Context record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Automatic Location Assignment Configuration record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Automatic Location Assignment Rule record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Region record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Setup: Accounting Preferences record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Setup: Company Information record.,View,,
Setup,Set Up Company,Allows viewing and editing of the Setup: Company Preferences record.,View,,
Setup,Set Up CSV Preferences,Allows usage of the CSV Import Preferences task.,View,Full,
Setup,Set Up Domains,Allows usage of the Set Up Domains task.,View,Full,
Setup,Set Up Domains,Allows usage of the New Domain task.,View,Full,
Setup,Set Up Domains,Allows usage of the Site Maintenance Domain task.,View,Full,
Setup,Set Up Domains,Allows usage of the Site Maintenance Domains task.,View,Full,
Setup,Set Up Domains,Allows usage of the WebSite Redirects task.,View,Full,
Setup,Set Up Image Resizing,Allows usage of the Image Resizing task.,View,,
Setup,Set Up OpenID Connect (OIDC) Single Sign-On,Allows usage of the OpenID Connect (OIDC) Single Sign-on task.,View,,
Setup,Set Up OpenID Single Sign-on,Allows usage of the OpenID Single Sign-on task.,View,,
Setup,Set Up Payment Link,Allows usage of the Payment Link task.,View,Full,
Setup,Set Up Payment Link,Allows viewing and editing of the Payment Link Setup record.,View,Full,
Setup,Set Up Payroll,Allows usage of the ADP Set Up task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Activate Bank Account task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Company Tax Info search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Company Tax Jurisdiction search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Employee Payroll Item search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Map Payroll Items task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Paycheck PTO search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Paycheck search.,View,Full,
Setup,Set Up Payroll,Allows usage of the New Retirement Plan task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Batch search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Batches task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Setup search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Issues task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Transaction Issue reminder.,View,Full,
Setup,Set Up Payroll,Allows usage of the Payroll Update reminder.,View,Full,
Setup,Set Up Payroll,Allows usage of the Report Sections task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Search paycheck task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Retirement Plan search.,View,Full,
Setup,Set Up Payroll,Allows usage of the Retirement Plans task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Set Up Payroll task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Set Up Year-to-Date Information task.,View,Full,
Setup,Set Up Payroll,Allows usage of the Update Payroll Information task.,View,Full,
Setup,Set Up Payroll,Allows usage of the View Payroll Status task.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Employee Payroll Item Company Contribution record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Employee Payroll Item Deduction record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Employee Payroll Item Earning record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Employee Payroll Item record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Employee Payroll Item Tax record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Payroll Batch - Add Employees record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Payroll Batch - Bulk Edit record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Payroll Batch record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Payroll Item record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Retirement Plan record.,View,Full,
Setup,Set Up Payroll,Allows viewing and editing of the Workplace record.,View,Full,
Setup,Set Up SAML Single Sign-on,Allows usage of the SAML Single Sign-on task.,View,Full,
Setup,Set Up Web Services,Allows usage of the SOAP Web Services Operations task.,View,Full,
Setup,Set Up Web Services,Allows usage of the SOAP Web Services Preferences task.,View,Full,
Setup,Set Up Web Services,Allows usage of the SOAP Web Services Record Processing task.,View,Full,
Setup,Set Up Web Services,Allows usage of the Web Services Operations search.,View,Full,
Setup,Set Up Web Services,Allows usage of the Web Services Record Processing search.,View,Full,
Setup,Set Up Web Site,Allows usage of the Bulk Set URL Components Status task.,Create,Full,
Setup,Set Up Web Site,Allows usage of the Bulk Set URL Components task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Cache Invalidation Request task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Cache Invalidation Requests task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Commerce Search Activity Data search.,View,Full,
Setup,Set Up Web Site,Allows usage of the Content Manager task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Customize Text Group task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Customize WebSite Text task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Delete Web Site Redirects bulk operation.,Full,,
Setup,Set Up Web Site,Allows usage of the Field Set task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Field Sets task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Group Synonym search.,View,Full,
Setup,Set Up Web Site,Allows usage of the Group Synonyms task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Layouts task.,View,Full,
Setup,Set Up Web Site,Allows usage of the New Group Synonym task.,View,Full,
Setup,Set Up Web Site,Allows usage of the New Layouts task.,View,Full,
Setup,Set Up Web Site,Allows usage of the New One-way Synonym task.,View,Full,
Setup,Set Up Web Site,Allows usage of the One-way Synonym search.,View,Full,
Setup,Set Up Web Site,Allows usage of the One-way Synonyms task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Preview WebSite task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Product Feeds task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Set Up WebSite task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Sitemap Crawler task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Sitemap Generator task.,View,Full,
Setup,Set Up Web Site,Allows usage of the URL Components for Facets task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Web Site Assistant task.,View,Full,
Setup,Set Up Web Site,Allows usage of the Web Site Redirect search.,View,Full,
Setup,Set Up Web Site,Allows usage of the Web Site Redirects bulk operation.,Full,,
Setup,Set Up Web Site,Allows usage of the Web Site search.,View,Full,
Setup,Set Up Web Site,Allows usage of the Website List task.,View,Full,
Setup,Set Up Web Site,Allows viewing and editing of the Commerce Search Activity Data record.,View,Full,
Setup,Set Up Web Site,Allows viewing and editing of the Group Synonym record.,View,Full,
Setup,Set Up Web Site,Allows viewing and editing of the One-way Synonym record.,View,Full,
Setup,Set Up Web Site,Allows viewing and editing of the Redirect record.,View,Full,
Setup,Set Up Year Status,Allows usage of the Set Up Year Status task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Audiences task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Categories task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Channels task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Families task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Offers task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Search Engines task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Subscriptions task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Campaign Verticals task.,View,Full,
Setup,Setup Campaigns,Allows usage of the Marketing Preferences task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Audience task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Category task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Channel task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Family task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Offer task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Search Engine task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Subscription task.,View,Full,
Setup,Setup Campaigns,Allows usage of the New Campaign Vertical task.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Audience record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Category record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Channel record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Family record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Offer record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign SearchEngine record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Subscription record.,View,Full,
Setup,Setup Campaigns,Allows viewing and editing of the Campaign Vertical record.,View,Full,
Setup,Site Search,Allows usage of the Boost Type search.,View,Full,
Setup,Site Search,Allows usage of the Boost Types task.,View,Full,
Setup,Site Search,Allows usage of the Boost search.,View,Full,
Setup,Site Search,Allows usage of the Boosts task.,View,Full,
Setup,Site Search,Allows usage of the New Boost Type task.,View,Full,
Setup,Site Search,Allows usage of the New Search Boost task.,View,Full,
Setup,Site Search,Allows usage of the Search Boosting task.,View,Full,
Setup,Site Search,Allows viewing and editing of the Search Boost Type record.,View,Full,
Setup,Site Search,Allows viewing and editing of the Search Boost record.,View,Full,
Setup,Subsidiary Settings Manager,Allows usage of the Subsidiary Settings Manager task.,View,,
Setup,Subsidiary Settings Manager,Allows viewing and editing of the Subsidiary Settings record.,View,,
Setup,SuiteAnalytics Connect,"Allows you access to SuiteAnalytics Connect and the associated drivers for ODBC, JDBC and ADO.NET",Full,,
Setup,SuiteApp Deployment,Allows usage of the Deployment Audit Trail task.,View,,
Setup,SuiteApp Deployment,Allows usage of the Installed SuiteApp List task.,View,,
Setup,SuiteApp Management,Allows usage of the My SuiteApps task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the Bundle Details task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the Bundle search.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the Create Bundle task.,Create,Full,
Setup,SuiteApp Marketplace,Allows usage of the Installed Bundles task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the List Bundles task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the Register Publisher task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the Search & Install Bundles task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the SuiteApp Listing task.,View,Full,
Setup,SuiteApp Marketplace,Allows usage of the SuiteBundle reminder.,View,Full,
Setup,SuiteApp Marketplace,Allows viewing and editing of the Bundle record.,View,Full,
Setup,SuiteBundler Audit Trail,Allows usage of the Bundle Audit Trail task.,View,Full,
Setup,SuiteBundler Upgrade Install Base,Allows usage of the Managed Bundles task.,View,Full,
Setup,SuiteCommerce Analytics,Allows usage of the Session search.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Action record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Campaign Analytics record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Device record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Geography record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Journey record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Page URL record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Session record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the Traffic record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the User Interaction record.,View,,
Setup,SuiteCommerce Analytics,Allows viewing and editing of the User Search record.,View,,
Setup,SuiteScript,Allows usage of the Custom Plug-in Types task.,View,,
Setup,SuiteScript,Allows usage of the Macros Example on UMD Record task.,View,,
Setup,SuiteScript,Allows usage of the Manage Plug-ins task.,View,,
Setup,SuiteScript,Allows usage of the Map/Reduce Script Status task.,View,,
Setup,SuiteScript,Allows usage of the New Custom Plug-in Type task.,View,,
Setup,SuiteScript,Allows usage of the New Plug-in task.,View,,
Setup,SuiteScript,Allows usage of the New Script Deployment task.,View,,
Setup,SuiteScript,Allows usage of the New Script Fields task.,View,,
Setup,SuiteScript,Allows usage of the New Script task.,View,,
Setup,SuiteScript,Allows usage of the New SSP Application task.,View,,
Setup,SuiteScript,Allows usage of the Plug-in Implementations task.,View,,
Setup,SuiteScript,Allows usage of the Priority Settings task.,View,,
Setup,SuiteScript,Allows usage of the Scheduled Script Instance search.,View,,
Setup,SuiteScript,Allows usage of the Scheduled Script Status task.,View,,
Setup,SuiteScript,Allows usage of the Script Debugger task.,View,,
Setup,SuiteScript,Allows usage of the Script Deployment search.,View,,
Setup,SuiteScript,Allows usage of the Script Deployments task.,View,,
Setup,SuiteScript,Allows usage of the Script search.,View,,
Setup,SuiteScript,Allows usage of the Scripted Record task.,View,,
Setup,SuiteScript,Allows usage of the Scripted Records task.,View,,
Setup,SuiteScript,Allows usage of the Scripts task.,View,,
Setup,SuiteScript,Allows usage of the Search Scheduled Script Instance task.,View,,
Setup,SuiteScript,Allows usage of the Search Script Deployment task.,View,,
Setup,SuiteScript,Allows usage of the Script Execution Log task.,View,,
Setup,SuiteScript,Allows usage of the Search Script Execution Log task.,View,,
Setup,SuiteScript,Allows usage of the Search Script task.,View,,
Setup,SuiteScript,Allows usage of the Server Script Log search.,View,,
Setup,SuiteScript,Allows usage of the SSP Application search.,View,,
Setup,SuiteScript,Allows usage of the SSP Applications task.,View,,
Setup,SuiteScript,Allows usage of the Suite Script Detail search.,View,,
Setup,SuiteScript,Allows viewing and editing of the Bundle Installation Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Client Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Custom GL Lines Configuration record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Custom Plug-in Implementation record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Custom Plug-in Type record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Email Capture Plugin record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Map/Reduce Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Massupdate Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the OCR Plugin record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Plug-in record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Portlet record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Project Resource record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Restlet record.,View,,
Setup,SuiteScript,Allows viewing and editing of the SDF Installation Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Scheduled Script Instance record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Scheduled Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Script Deployment record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Script Execution Log record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the SSP Application record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Suitelet record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Userevent Script record.,View,,
Setup,SuiteScript,Allows viewing and editing of the Workflow Action Script record.,View,,
Setup,SuiteScript Scheduling,"Allows use of an API (for example, ScheduledScriptTask.submit()) to execute an on demand scheduled script or on demand map/reduce script.",Full,,
Setup,SuiteSignOn,Allows usage of the SuiteSignOn task.,View,Full,
Setup,SuiteTax Migration,Allows usage of the SuiteTax Migration task.,View,Full,
Setup,Supply Allocation Setup,Allows usage of the Supply Allocation Setup task.,View,,
Setup,Supply Allocation Setup,Allows viewing and editing of the Supply Allocation Setup record.,View,,
Setup,Support Case Issue,Allows usage of the Case Issues task.,View,Full,
Setup,Support Case Issue,Allows usage of the New Case Issue task.,Create,Full,
Setup,Support Case Issue,Allows viewing and editing of the Case Issue record.,View,Full,
Setup,Support Case Origin,Allows usage of the Case Origin Types task.,View,Full,
Setup,Support Case Origin,Allows usage of the New Case Origin Type task.,Create,Full,
Setup,Support Case Origin,Allows viewing and editing of the Case Origin record.,View,Full,
Setup,Support Case Priority,Allows usage of the Case Priorities task.,View,Full,
Setup,Support Case Priority,Allows usage of the New Case Priority task.,Create,Full,
Setup,Support Case Priority,Allows viewing and editing of the Case Priority record.,View,Full,
Setup,Support Case Status,Allows usage of the Case Profile task.,Create,Full,
Setup,Support Case Status,Allows usage of the Case Statuses task.,View,Full,
Setup,Support Case Status,Allows usage of the New Case Profile task.,Create,Full,
Setup,Support Case Status,Allows usage of the New Case Status task.,Create,Full,
Setup,Support Case Status,Allows viewing and editing of the Case Profile record.,View,Full,
Setup,Support Case Status,Allows viewing and editing of the Case Status record.,View,Full,
Setup,Support Case Territory,Allows usage of the Case Territory List task.,View,,
Setup,Support Case Territory,Allows usage of the Case Territory search.,View,,
Setup,Support Case Territory,Allows usage of the Escalation Assignment search.,View,,
Setup,Support Case Territory,Allows usage of the Manage Case Territories task.,View,,
Setup,Support Case Territory,Allows usage of the New Case Territory task.,Create,,
Setup,Support Case Territory,Allows usage of the Territory Reassignment task.,View,,
Setup,Support Case Territory Rule,Allows usage of the New Case Rule task.,Create,,
Setup,Support Case Territory Rule,Allows usage of the Set Up Case Rules task.,View,,
Setup,Support Case Type,Allows usage of the Case Types task.,View,Full,
Setup,Support Case Type,Allows usage of the New Case Type task.,Create,Full,
Setup,Support Case Type,Allows viewing and editing of the Case Type record.,View,Full,
Setup,Support Setup,Allows usage of the Support Preferences task.,View,Full,
Setup,Swap Prices Between Price Levels,Allows usage of the Swap Prices Between Price Levels task.,View,Full,
Setup,Team Selling Contribution,Enables sales roles to edit the Contribution % column on the Group Members subtab on the Sales Team record.,Full,,
Setup,Telephony Integration,Permission is no longer in use.,,,
Setup,Translation,Allows usage of the Bulk Update Translation task.,View,Full,
Setup,Two-Factor Authentication,Allows usage of the Two-Factor Authentication Tokens task.,View,Full,
Setup,Two-Factor Authentication,Allows usage of the Two-Factor Tokens search.,View,Full,
Setup,Two-Factor Authentication,Allows usage of the Two-Factor Tokens task.,View,Full,
Setup,Two-Factor Authentication base,Allows usage of the Two-Factor Authentication Roles task.,View,Full,
Setup,Two-Factor Authentication base,Allows usage of the Two-Factor Reset Tool task.,View,Full,
Setup,Uncategorized Presentation Items,Allows usage of the View Uncategorized Items task.,View,Full,
Setup,Unlocked Time Period,Allows usage of the Search Unlocked Time Period task.,View,Full,
Setup,Unlocked Time Period,Allows usage of the Unlock Time Period task.,View,Full,
Setup,Unlocked Time Period,Allows usage of the Unlocked Time Period search.,View,Full,
Setup,Unlocked Time Period,Allows usage of the Unlocked Time Period task.,View,Full,
Setup,Unlocked Time Period,Allows viewing and editing of the Unlocked Time Period record.,View,Full,
Setup,Update Prices,Allows usage of the Update Prices task.,View,Full,
Setup,Upsell Setup,Allows usage of the Upsell Preferences task.,View,Full,
Setup,User Access Tokens,Allows usage of the My Access Token search.,View,Full,
Setup,User Preferences,Allows usage of the Set Preferences task.,View,Full,Note: This preference is enabled by default and you cannot disable it.
Setup,User Preferences,Allows viewing and editing of the User Preferences record.,View,Full,
Setup,Users & Passwords,Permission is no longer in use.,,,
Setup,Vicarious emails,"Allows the user to send email on behalf of other users, including via SuiteScript",Full,,
Setup,View Login Audit Trail,Allows usage of the Login Audit Trail search.,View,Full,
Setup,View Login Audit Trail,Allows usage of the Login Restrictions search.,View,Full,
Setup,View Login Audit Trail,Allows usage of the Login Restrictions task.,View,Full,
Setup,View Login Audit Trail,Allows usage of the Search Login Audit Trail task.,View,Full,
Setup,View Login Audit Trail,Allows usage of the View Login Audit Trail task.,View,Full,
Setup,View Login Audit Trail,Allows usage of the View Login Restrictions task.,View,Full,
Setup,View Web Services Logs,Allows usage of the SOAP Web Services Process Status task.,View,Full,
Setup,View Web Services Logs,Allows usage of the SOAP Web Services Usage Log task.,View,Full,
Setup,Web Services,Allows processing of back end web services setup page.,View,Full,
Setup,Web Services,Allows processing web services requests.,Full,,
Setup,Web Site Management,Allows usage of the Admin CMS Content Types task.,View,Full,
Setup,Web Site Management,Allows usage of the Admin CMS Content task.,View,Full,
Setup,Web Site Management,Allows usage of the Admin CMS Page Type task.,View,Full,
Setup,Web Site Management,Allows usage of the Admin CMS Page task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Content Types task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Content task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Contents task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Page Type task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Page Types task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Page task.,View,Full,
Setup,Web Site Management,Allows usage of the CMS Pages task.,View,Full,
Setup,Web Site Management,Allows usage of the Manage CMS Content Site Mapping task.,View,Full,
Setup,Web Site Management,Allows usage of the Manage CMS Content Types task.,View,Full,
Setup,Web Site Management,Allows usage of the Migrate CMS Data task.,View,Full,
Setup,Web Site Management,Allows usage of the Search CMS Content Types task.,View,Full,
Setup,Web Site Management,Allows usage of the Search CMS Contents task.,View,Full,
Setup,Web Site Management,Allows usage of the Search CMS Page Types task.,View,Full,
Setup,Web Site Management,Allows usage of the Search CMS Pages task.,View,Full,
Setup,Web Site Management,Allows viewing and editing of the CMS Content Type Site Mapping record.,View,Full,
Setup,Web Site Management,Allows viewing and editing of the CMS Content Type record.,View,Full,
Setup,Web Site Management,Allows viewing and editing of the CMS Content record.,View,Full,
Setup,Web Site Management,Allows viewing and editing of the CMS Page Type record.,View,Full,
Setup,Web Site Management,Allows viewing and editing of the CMS Page record.,View,Full,
Setup,Workflow,Allows usage of the Cancel Workflow bulk operation.,Edit,Full,
Setup,Workflow,Allows usage of the Initiate Workflow bulk operation.,Edit,Full,
Setup,Workflow,Allows usage of the New Workflow Fields task.,View,Full,
Setup,Workflow,Allows usage of the New Workflow State Fields task.,View,Full,
Setup,Workflow,Allows usage of the New Workflow task.,View,Full,
Setup,Workflow,Allows usage of the Search Workflow Instances task.,View,Full,
Setup,Workflow,Allows usage of the Search Workflow task.,View,Full,
Setup,Workflow,Allows usage of the Transition Workflow bulk operation.,Edit,Full,
Setup,Workflow,Allows usage of the Workflow search.,View,Full,
Setup,Workflow,Allows usage of the Workflows task.,View,Full,
Setup,Workflow,Allows viewing and editing of the Action Group record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Add Button Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Confirm Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Create Line Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Create Record Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Custom Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Go To Page Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Go To Record Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Initiate Workflow Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Lock Record Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Remove Button Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Return User Error Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Send Campaign Email Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Send Email Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Set Display Label Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Set Display Type Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Set Field Mandatory Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Set Field Value Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Show Message Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Sublist Action Group record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Subscribe To Record Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Transform Record Action record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Workflow Condition record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Workflow record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Workflow State record.,View,Full,
Setup,Workflow,Allows viewing and editing of the Workflow Transition record.,View,Full,
